Date,Canara,hdfc,ppfas,uti
21-Jun-2021,242.49,76.443,44.3401,105.4336
22-Jun-2021,242.97,76.637,44.404,105.6081
23-Jun-2021,242.41,76.527,44.5368,105.0345
24-Jun-2021,243.59,76.898,44.702,105.7305
25-Jun-2021,245.01,77.451,45.0229,106.1965
28-Jun-2021,245.06,77.372,45.087,105.8897
29-Jun-2021,244.4,77.184,45.2174,105.4901
30-Jun-2021,244.48,77.306,45.3363,105.3124
01-Jul-2021,244.29,77.308,45.4065,105.0343
02-Jul-2021,245.29,77.585,45.6437,105.3145
05-Jul-2021,246.66,78.177,46.0213,106.0723
06-Jul-2021,246.68,78.047,46.1244,105.9637
07-Jul-2021,247.48,78.468,46.1991,106.3733
08-Jul-2021,246.4,77.903,46.1702,105.3906
09-Jul-2021,246.34,77.725,46.1102,105.1398
12-Jul-2021,246.53,77.857,46.2927,105.1568
13-Jul-2021,247.95,78.517,47.0017,105.957
14-Jul-2021,248.45,78.617,47.4627,106.2426
15-Jul-2021,249.17,78.893,47.8948,106.7359
16-Jul-2021,249.5,79.066,47.9662,106.73
19-Jul-2021,247.94,78.543,48.0813,105.5851
20-Jul-2021,246.33,77.861,47.3828,104.7803
22-Jul-2021,248.91,78.835,47.7839,106.0728
23-Jul-2021,249.45,79.083,48.2058,106.3148
26-Jul-2021,249.6,78.944,48.9397,106.1018
27-Jul-2021,248.77,78.687,48.6002,105.589
28-Jul-2021,248.33,78.786,48.1594,105.3737
29-Jul-2021,249.75,79.035,48.5106,105.8566
30-Jul-2021,249.88,78.822,48.4446,105.7525
02-Aug-2021,251.76,79.091,48.4054,106.5745
03-Aug-2021,254.11,79.711,48.4749,108.2187
04-Aug-2021,254.29,80.067,48.394,109.0747
05-Aug-2021,254.01,80.032,48.6771,109.3287
06-Aug-2021,252.84,79.833,48.8053,108.9504
09-Aug-2021,252.83,79.727,48.7229,109.0901
10-Aug-2021,253.14,79.412,48.5483,109.2355
11-Aug-2021,252.89,79.332,48.1979,109.2511
12-Aug-2021,254.5,79.76,48.4442,109.8129
13-Aug-2021,256.06,80.262,48.8012,110.9154
16-Aug-2021,255.76,80.109,48.652,111.1413
17-Aug-2021,256.87,80.007,48.918,111.4956
18-Aug-2021,256.57,79.687,48.6445,111.1882
20-Aug-2021,254.62,78.74,48.2933,110.3933
23-Aug-2021,254.38,78.69,48.4876,110.7034
24-Aug-2021,255.9,79.166,48.8341,111.562
25-Aug-2021,255.84,79.312,48.8973,111.6281
26-Aug-2021,256.08,79.264,48.9972,111.6428
27-Aug-2021,257.05,79.708,49.103,112.1005
30-Aug-2021,260.59,80.574,49.8897,113.613
31-Aug-2021,263.37,81.157,50.4461,114.9608
01-Sep-2021,263.3,81.218,50.6429,114.5849
02-Sep-2021,265.05,81.607,50.8516,115.655
03-Sep-2021,265.83,82.001,50.8748,116.2552
06-Sep-2021,266.59,82.049,51.1825,116.6162
07-Sep-2021,266.45,82.02,51.1614,116.5099
08-Sep-2021,266.58,82.19,51.5152,116.5003
09-Sep-2021,266.62,82.272,51.6646,116.6052
13-Sep-2021,267.04,82.207,51.6794,116.5092
14-Sep-2021,267.56,82.396,51.8374,116.6741
15-Sep-2021,269.05,83.008,52.2115,117.608
16-Sep-2021,269.72,83.556,52.8298,118.3458
17-Sep-2021,268.37,83.221,52.6471,118.0474
20-Sep-2021,265.78,82.255,52.1725,116.7835
21-Sep-2021,267.03,82.687,52.3178,117.8897
22-Sep-2021,266.87,82.696,52.6773,117.7855
23-Sep-2021,269.92,83.623,53.1066,119.6359
24-Sep-2021,269.79,83.577,53.0437,119.8374
27-Sep-2021,269.45,83.616,53.1759,119.8484
28-Sep-2021,267.22,83.376,52.7502,119.1323
29-Sep-2021,266.89,83.294,52.3671,118.8807
30-Sep-2021,266.93,83.025,52.3564,118.2545
01-Oct-2021,265.88,82.766,51.9893,117.6755
04-Oct-2021,267.98,83.374,52.6366,118.7426
05-Oct-2021,268.89,83.729,52.166,119.6317
06-Oct-2021,266.64,83.116,52.0733,118.4486
07-Oct-2021,269.37,83.608,52.6194,119.4156
08-Oct-2021,269.94,84.053,53.271,120.1176
11-Oct-2021,270.83,84.606,53.9114,120.4562
12-Oct-2021,271.05,84.765,53.9816,120.7638
13-Oct-2021,273.19,85.299,54.1497,121.9015
14-Oct-2021,274.36,86.101,54.7199,123.0979
18-Oct-2021,275.52,86.683,55.1387,124.0243
19-Oct-2021,273.58,86.087,55.3163,123.633
20-Oct-2021,271.2,85.675,54.8756,122.6115
21-Oct-2021,270.11,85.57,54.3197,122.0338
22-Oct-2021,269.25,85.386,54.0658,121.6091
25-Oct-2021,269.34,85.751,53.2408,121.6768
26-Oct-2021,271.46,86.297,53.5766,122.7486
27-Oct-2021,271.17,86.311,53.6498,122.3605
28-Oct-2021,268.07,84.849,53.0647,119.989
29-Oct-2021,267.08,84.323,53.1438,118.7421
01-Nov-2021,269.78,84.956,53.7905,120.4718
02-Nov-2021,270.07,84.866,53.7451,120.2123
03-Nov-2021,269.74,84.844,53.548,119.8106
08-Nov-2021,271.72,85.96,54.8171,121.4129
09-Nov-2021,272.55,86.073,54.8221,121.2491
10-Nov-2021,272.3,86.165,55.0145,121.0668
11-Nov-2021,270.82,85.776,54.3384,120.1282
12-Nov-2021,273.26,86.269,54.5542,121.6661
15-Nov-2021,273.44,86.266,55.2368,121.7089
16-Nov-2021,272.34,85.813,55.1374,120.9674
17-Nov-2021,271.47,85.534,55.0688,120.2916
18-Nov-2021,269.52,84.852,54.5367,119.392
22-Nov-2021,265.16,83.576,54.1178,117.0807
23-Nov-2021,266.35,84.119,54.224,117.6624
24-Nov-2021,265.73,83.908,53.9649,117.0697
25-Nov-2021,266.59,84.154,54.0364,117.8829
26-Nov-2021,260.85,82.134,53.3463,114.456
29-Nov-2021,261.03,81.686,52.5746,114.6392
30-Nov-2021,261.22,81.98,53.1762,114.1637
01-Dec-2021,262.94,82.598,53.0511,115.3965
02-Dec-2021,264.89,83.147,53.462,116.9738
03-Dec-2021,263.32,82.771,53.426,115.5983
06-Dec-2021,260.09,81.999,52.5329,113.685
07-Dec-2021,262.78,82.926,53.3228,115.4588
08-Dec-2021,266.52,83.874,54.418,117.4264
09-Dec-2021,266.83,84.196,54.7846,117.7422
10-Dec-2021,267.14,84.064,55.108,117.7039
13-Dec-2021,266.6,83.831,55.115,116.7414
14-Dec-2021,266.28,83.927,55.0658,116.4491
15-Dec-2021,265.24,83.685,54.4507,115.7529
16-Dec-2021,265.32,83.522,54.3922,115.9331
17-Dec-2021,262.63,82.572,53.5048,114.164
20-Dec-2021,258.12,81.106,52.3958,111.6671
21-Dec-2021,260.08,81.529,52.414,112.7164
22-Dec-2021,263,82.251,53.1946,113.9915
23-Dec-2021,264.38,82.684,53.5286,114.7778
24-Dec-2021,263.33,82.328,53.4319,114.3147
27-Dec-2021,264.45,82.601,53.6276,114.867
28-Dec-2021,266.25,83.047,54.092,115.8537
29-Dec-2021,266.11,83.069,53.9326,115.721
30-Dec-2021,265.86,82.981,53.9981,115.6533
31-Dec-2021,268.06,83.438,54.4581,116.6613
03-Jan-2022,270.83,84.388,54.5884,118.485
04-Jan-2022,272.11,84.816,54.8749,119.6983
05-Jan-2022,272.9,85.058,54.8129,120.5051
06-Jan-2022,271.67,84.631,54.0152,119.2976
07-Jan-2022,272.58,84.832,54.0384,119.7459
10-Jan-2022,274.42,85.857,54.2704,121.0247
11-Jan-2022,274.71,85.893,54.3167,121.3768
12-Jan-2022,276.61,86.537,54.7346,122.4286
13-Jan-2022,277.47,86.867,55.0629,122.7332
14-Jan-2022,277.71,86.896,54.6273,122.7189
17-Jan-2022,278.38,86.961,54.7944,123.0684
18-Jan-2022,275.83,86.226,54.4037,121.7567
19-Jan-2022,274.35,85.912,53.966,120.5931
20-Jan-2022,272.92,85.654,53.9155,119.3893
21-Jan-2022,270.27,84.906,53.2473,118.4501
24-Jan-2022,264.64,83.393,51.772,115.3031
25-Jan-2022,266.36,84.28,52.3539,116.1675
27-Jan-2022,264.47,84.048,51.6695,115.0393
28-Jan-2022,264.47,84.09,51.6481,114.9831
31-Jan-2022,267.42,84.831,52.4968,116.58
01-Feb-2022,270.12,85.444,53.3101,118.1711
02-Feb-2022,271.58,86.231,53.9684,119.5338
03-Feb-2022,269.46,85.497,54.3661,118.0852
04-Feb-2022,269.22,85.302,52.5837,117.7894
07-Feb-2022,266.2,84.467,52.4854,115.7549
08-Feb-2022,266.19,84.37,52.2274,116.111
09-Feb-2022,268.79,85.038,52.6151,117.4595
10-Feb-2022,270.15,85.702,53.1541,118.4215
11-Feb-2022,266.82,84.835,52.4694,116.8669
14-Feb-2022,260.75,82.683,50.9963,113.3621
15-Feb-2022,266.54,84.312,51.8092,116.7853
16-Feb-2022,265.88,84.123,52.0243,116.6106
17-Feb-2022,265.28,83.866,51.8893,116.4914
18-Feb-2022,264.74,83.734,51.3431,116.3008
21-Feb-2022,264.02,83.432,50.8782,115.8678
22-Feb-2022,262.92,82.9,50.4575,115.097
23-Feb-2022,262.99,83.006,50.3166,114.9014
24-Feb-2022,253.88,80.161,48.3898,109.4151
25-Feb-2022,259.04,81.737,50.0091,112.1685
28-Feb-2022,260.42,82.326,50.3107,113.0797
02-Mar-2022,257.93,81.612,49.8861,111.8124
03-Mar-2022,255.7,81.507,50.1049,111.0856
04-Mar-2022,252.33,80.75,49.4208,109.3848
07-Mar-2022,247.23,79.138,48.5862,106.8099
08-Mar-2022,249.14,79.626,48.2589,107.8181
09-Mar-2022,252.73,80.686,48.6393,110.0472
10-Mar-2022,255.5,81.419,49.6502,111.7242
11-Mar-2022,256.06,81.604,49.9919,111.9613
14-Mar-2022,258.18,82.44,50.0546,113.581
15-Mar-2022,256.85,81.857,49.46,112.1779
16-Mar-2022,260.17,82.769,50.5005,114.2799
17-Mar-2022,262.61,83.562,51.3406,116.3772
21-Mar-2022,260.97,83.151,51.4958,115.2336
22-Mar-2022,262.44,83.788,51.6393,116.5643
23-Mar-2022,262.03,83.533,52.0889,116.0939
24-Mar-2022,261.83,83.501,52.0626,115.9386
25-Mar-2022,260.99,83.402,52.0338,115.4683
28-Mar-2022,261.87,83.519,52.2572,115.931
29-Mar-2022,263.37,83.884,52.2612,116.6273
30-Mar-2022,265.13,84.463,52.5583,117.7887
31-Mar-2022,264.82,84.373,52.5141,117.5625
01-Apr-2022,266.54,85.258,52.8609,118.9464
04-Apr-2022,269.72,86.576,53.9793,121.5238
05-Apr-2022,269.82,86.529,54.7857,120.8889
06-Apr-2022,268.34,86.337,54.4538,119.8815
07-Apr-2022,267.12,85.933,53.7773,118.7499
08-Apr-2022,268.47,86.401,54.0076,119.7239
11-Apr-2022,267.55,86.11,53.4823,118.985
12-Apr-2022,265.98,85.608,52.5707,118.0104
13-Apr-2022,265.55,85.648,52.2541,117.6406
18-Apr-2022,262.56,84.707,51.667,115.6049
19-Apr-2022,260.55,83.946,51.2306,114.1597
20-Apr-2022,261.98,84.239,51.6804,115.3559
21-Apr-2022,264.64,85.089,51.7525,117.0834
22-Apr-2022,262.1,84.32,51.0161,115.5977
25-Apr-2022,259.68,83.611,50.2483,114.1275
26-Apr-2022,261.86,84.404,51.0977,115.7886
27-Apr-2022,259.66,83.779,50.3224,114.695
28-Apr-2022,261.66,84.438,50.6732,116.1143
29-Apr-2022,259.94,83.757,50.7205,115.1546
02-May-2022,259,83.703,49.9622,114.9271
04-May-2022,254.09,82.163,49.6482,112.2908
05-May-2022,254.34,82.132,49.9435,112.3236
06-May-2022,250.77,81.389,49.0081,110.4983
09-May-2022,249.4,80.877,48.7994,109.7604
10-May-2022,248.42,80.605,48.1193,109.3441
11-May-2022,247.62,80.082,48.1258,108.8522
12-May-2022,244.02,78.954,47.0201,106.5384
13-May-2022,243.92,78.865,47.1498,106.3637
16-May-2022,245.16,79.31,47.6371,106.7664
17-May-2022,249.67,80.672,48.3132,109.5712
18-May-2022,249.54,80.355,48.4873,109.4421
19-May-2022,245.24,79.184,47.5502,106.5399
20-May-2022,249.25,80.719,48.1445,109.6114
23-May-2022,248.92,80.457,47.9598,109.2632
24-May-2022,247.69,80.201,48.015,108.6599
25-May-2022,246.26,79.652,47.4122,108.0673
26-May-2022,247.97,80.227,47.7411,109.1221
27-May-2022,250.15,80.768,48.4457,110.348
30-May-2022,253.94,81.916,49.2537,112.4261
31-May-2022,253.5,81.724,49.5594,112.0841
01-Jun-2022,252.87,81.834,49.4131,111.6674
02-Jun-2022,253.84,82.049,49.2763,112.3748
03-Jun-2022,252.03,81.805,49.3231,112.0798
06-Jun-2022,251.52,81.721,48.8664,111.9786
07-Jun-2022,250.06,81.216,48.8466,110.9464
08-Jun-2022,249.37,80.946,48.7184,110.5414
09-Jun-2022,250.67,81.307,48.8738,111.3771
10-Jun-2022,248.31,80.556,48.2221,109.5162
13-Jun-2022,243.71,78.886,47.0186,106.6354
14-Jun-2022,243.33,78.826,46.4984,106.3497
15-Jun-2022,243.48,78.737,46.5659,106.1696
16-Jun-2022,239.9,77.569,46.0539,103.9365
17-Jun-2022,239,77.441,45.433,103.4835
20-Jun-2022,239.23,77.122,45.4885,103.8737
21-Jun-2022,242.56,78.257,46.1855,105.8175
22-Jun-2022,240.41,77.519,45.919,104.2998
23-Jun-2022,242.31,78.098,46.131,105.2644
24-Jun-2022,243.91,78.671,46.7348,106.2243
27-Jun-2022,245.56,79.468,47.5907,107.1169
28-Jun-2022,245.7,79.517,47.3139,107.2382
29-Jun-2022,245.12,79.309,46.715,106.8932
30-Jun-2022,245.15,79.347,46.8274,106.8022
01-Jul-2022,245.21,79.33,46.8073,106.611
04-Jul-2022,246.96,79.944,47.1749,107.1969
05-Jul-2022,246.71,79.903,47.1476,107.0306
06-Jul-2022,249.24,80.368,47.8395,108.2384
07-Jul-2022,250.96,81.02,48.2713,109.2075
08-Jul-2022,251.94,81.451,48.7315,109.8037
11-Jul-2022,251.95,81.57,48.8655,109.7764
12-Jul-2022,250.29,81.007,48.4055,108.7101
13-Jul-2022,249.94,80.832,47.9708,108.0915
14-Jul-2022,249.3,80.666,47.6812,107.9371
15-Jul-2022,250.75,80.923,47.6411,108.6845
18-Jul-2022,253.4,81.867,48.2078,110.2317
19-Jul-2022,254.45,82.267,48.2224,110.666
20-Jul-2022,255.84,82.715,48.8662,111.8838
21-Jul-2022,257.15,83.371,49.2078,112.5238
22-Jul-2022,258.12,83.732,49.4641,113.2945
25-Jul-2022,258.22,83.539,49.0597,112.6946
26-Jul-2022,256.74,83.02,48.735,111.6995
27-Jul-2022,258.43,83.567,48.6198,112.7831
28-Jul-2022,260.64,84.202,49.6669,114.7291
29-Jul-2022,262.99,84.755,49.9775,116.2761
01-Aug-2022,265.24,85.583,50.6558,117.5158
02-Aug-2022,265.24,85.599,50.6442,117.5585
03-Aug-2022,265.08,85.589,50.5703,117.8589
04-Aug-2022,265.48,85.608,50.8873,117.8161
05-Aug-2022,265.85,85.735,50.9908,117.9205
08-Aug-2022,267.16,86.119,51.2029,118.8406
10-Aug-2022,267.23,86.284,51.2162,118.9266
11-Aug-2022,269.21,86.809,51.8196,119.8095
12-Aug-2022,269.59,87.206,51.8644,120.0782
16-Aug-2022,271.34,87.58,52.368,120.9371
17-Aug-2022,272.49,87.991,52.7112,121.7415
18-Aug-2022,272.39,88.042,52.6126,121.8874
19-Aug-2022,269.99,87.463,52.2012,120.571
22-Aug-2022,267.18,86.675,51.438,118.7547
23-Aug-2022,268.23,87.208,51.3001,119.3424
24-Aug-2022,268.99,87.444,51.3688,119.5278
25-Aug-2022,268.58,87.269,51.2292,118.9679
26-Aug-2022,269.05,87.482,51.5554,119.2143
29-Aug-2022,266.63,86.749,50.7145,117.545
30-Aug-2022,271.42,88.098,51.3263,120.5704
01-Sep-2022,270.21,87.653,51.1309,119.1008
02-Sep-2022,270.35,87.821,51.1622,119.0774
05-Sep-2022,271.54,88.349,51.3348,119.9317
06-Sep-2022,271.56,88.317,51.4646,119.8617
07-Sep-2022,271.43,88.137,51.377,119.6495
08-Sep-2022,273.16,88.986,52.2687,120.8316
09-Sep-2022,274.05,89.153,52.4691,121.0654
12-Sep-2022,275.75,89.723,52.8258,121.7632
13-Sep-2022,276.85,90.06,53.1433,122.6705
14-Sep-2022,276.16,90.067,52.7911,122.2199
15-Sep-2022,275.64,89.878,52.7059,121.3615
16-Sep-2022,271.23,88.589,51.7146,119.0103
19-Sep-2022,271.79,88.731,51.7473,119.6285
20-Sep-2022,274.02,89.361,52.308,120.9447
21-Sep-2022,272.78,88.916,51.9906,120.2797
22-Sep-2022,272.12,88.41,51.6029,119.6786
23-Sep-2022,268.44,87.032,50.996,117.6246
26-Sep-2022,264.24,85.691,50.1478,115.5109
27-Sep-2022,264.37,85.732,49.9832,115.4497
28-Sep-2022,262.71,85.022,49.5671,114.4399
29-Sep-2022,262.89,85.103,49.7331,114.1609
30-Sep-2022,266.04,86.229,49.892,116.0354
03-Oct-2022,263.59,85.603,49.6832,114.6288
04-Oct-2022,267.72,86.876,50.5757,117.2595
06-Oct-2022,268.93,87.31,51.2132,117.6482
07-Oct-2022,268.75,87.265,51.2764,117.5312
10-Oct-2022,267.88,86.899,50.6906,117.0295
11-Oct-2022,265.21,86.092,50.2449,115.2811
12-Oct-2022,266.85,86.576,50.4695,116.2309
13-Oct-2022,265.32,86.056,50.4082,115.4886
14-Oct-2022,266.6,86.647,50.7986,116.6512
17-Oct-2022,267.97,87.19,50.6426,117.5178
18-Oct-2022,269.74,87.93,51.3218,118.7062
19-Oct-2022,269.89,87.935,51.5791,118.8933
20-Oct-2022,270.05,88.162,51.4843,119.2432
21-Oct-2022,270.19,88.203,51.5748,119.3263
25-Oct-2022,272.29,88.916,52.2518,119.8674
27-Oct-2022,273.08,89.193,52.1107,120.506
28-Oct-2022,272.51,89.126,51.5216,120.8439
31-Oct-2022,275.16,89.877,51.9464,122.3812
01-Nov-2022,276.68,90.159,51.9849,123.3081
02-Nov-2022,276.17,90.047,51.7054,122.8827
03-Nov-2022,275.94,90.09,51.3125,122.6776
04-Nov-2022,275.75,90.089,50.9681,123.1142
07-Nov-2022,276.93,90.686,51.4519,123.6935
09-Nov-2022,276.26,90.656,51.7279,123.3988
10-Nov-2022,274.71,90.043,51.2877,122.5228
11-Nov-2022,277.14,90.959,52.2551,124.7059
14-Nov-2022,276.72,90.787,52.3423,124.5638
15-Nov-2022,277.58,91.186,52.3847,125.0667
16-Nov-2022,277.21,91.31,52.5302,125.1082
17-Nov-2022,276.78,91.317,52.3356,124.6612
18-Nov-2022,276.35,91.276,52.1584,124.4145
21-Nov-2022,275.38,90.94,52.0208,123.4102
22-Nov-2022,276.12,91.193,51.9944,123.9817
23-Nov-2022,276.51,91.274,52.054,124.137
24-Nov-2022,278.44,92.118,52.4977,125.6073
25-Nov-2022,278.76,92.147,52.5193,125.8012
28-Nov-2022,279.67,92.403,52.5076,126.1389
29-Nov-2022,279.94,92.334,52.2731,126.5137
30-Nov-2022,281.11,92.699,52.5166,127.4653
01-Dec-2022,282.47,92.919,53.0001,127.8321
02-Dec-2022,281.75,92.707,52.8816,127.0406
05-Dec-2022,281.69,92.82,52.8884,127.0721
06-Dec-2022,280.59,92.636,52.6323,126.6753
07-Dec-2022,279.72,92.529,52.236,126.1163
08-Dec-2022,280.56,93.215,52.2439,126.4474
09-Dec-2022,279.57,92.903,52.0462,125.6805
12-Dec-2022,279.58,93.092,52.0796,125.6827
13-Dec-2022,280.56,93.426,52.4048,126.4348
14-Dec-2022,281.31,93.544,52.7428,126.7894
15-Dec-2022,278.86,92.65,52.3737,125.1191
16-Dec-2022,276.74,92.05,51.7298,124.1274
19-Dec-2022,278,92.407,52.0402,125.1541
20-Dec-2022,277.84,92.336,51.8258,124.9142
21-Dec-2022,275.44,91.328,51.5514,123.649
22-Dec-2022,274.56,90.979,51.4078,123.1611
23-Dec-2022,270.43,89.573,50.3658,120.9826
26-Dec-2022,273.87,90.879,50.9555,122.3926
27-Dec-2022,275.16,91.322,51.1004,123.1915
28-Dec-2022,274.91,91.319,51.006,123.1243
29-Dec-2022,275.63,91.823,51.0117,123.5879
30-Dec-2022,275.03,91.432,51.0328,123.0044
02-Jan-2023,276.2,91.927,51.0882,123.6291
03-Jan-2023,276.78,92.03,51.2259,123.8666
04-Jan-2023,274.76,91.352,51.031,122.5782
05-Jan-2023,274.13,91.17,50.919,122.2323
06-Jan-2023,272.58,90.817,50.5032,121.3296
09-Jan-2023,275.03,91.716,51.0789,122.9688
10-Jan-2023,273.52,91.121,50.9772,121.6982
11-Jan-2023,273.54,91.12,50.9837,121.5719
12-Jan-2023,273.46,90.973,51.3246,121.3164
13-Jan-2023,274.26,91.204,51.6212,121.9845
16-Jan-2023,273.24,91.045,51.5313,121.5633
17-Jan-2023,274.21,91.334,51.6338,122.6381
18-Jan-2023,275.28,91.727,51.75,123.3972
19-Jan-2023,274.99,91.804,51.7515,123.0224
20-Jan-2023,273.72,91.738,51.731,122.4775
23-Jan-2023,274.36,92.091,52.4271,123.0927
24-Jan-2023,273.91,91.768,52.5474,123.0926
25-Jan-2023,271.08,90.814,51.9664,121.5562
27-Jan-2023,268.33,89.593,51.856,119.6022
30-Jan-2023,268.77,89.337,52.0371,119.9028
31-Jan-2023,269.74,90.065,51.969,119.9915
01-Feb-2023,270.07,90.07,52.3241,119.6792
02-Feb-2023,270.96,90.41,52.5869,119.6383
03-Feb-2023,273.03,91.091,53.6078,121.2902
06-Feb-2023,272.84,90.992,53.2821,120.6809
07-Feb-2023,272.39,90.869,53.0658,120.3876
08-Feb-2023,273.89,91.114,53.4666,121.4184
09-Feb-2023,274.35,91.227,52.9848,121.5649
10-Feb-2023,274.46,91.316,52.6782,121.3135
13-Feb-2023,273.03,90.992,52.4751,120.7303
14-Feb-2023,273.97,91.524,52.8227,121.8091
15-Feb-2023,274.6,91.784,52.8794,122.473
16-Feb-2023,275.41,91.908,53.0012,122.608
17-Feb-2023,274.27,91.617,52.7128,121.985
20-Feb-2023,273.83,91.348,52.5665,121.3072
21-Feb-2023,273.35,91.265,52.5544,121.1848
22-Feb-2023,270.95,90.526,52.0666,119.3359
23-Feb-2023,270.62,90.447,52.0787,119.0428
24-Feb-2023,270.36,90.255,52.1252,118.7346
27-Feb-2023,269.17,89.982,51.9471,118.2365
28-Feb-2023,268.54,89.641,51.9826,117.6325
01-Mar-2023,270.35,90.166,52.3198,118.6294
02-Mar-2023,268.94,89.767,52.1887,117.753
03-Mar-2023,271.39,90.739,52.5275,119.6006
